RSS,Region,Nom_etablissement,Nom_installation,No_permis_installation,Nombre_de_civieres_fonctionnelles 						,Nombre_de_civieres_occupees,Nombre_de_patients_sur_civiere_plus_de_24_heures,Nombre_de_patients_sur_civiere_plus_de_48_heures						,Nombre_total_de_patients_presents_a_lurgence,Nombre_total_de_patients_en_attente_de_PEC,DMS_sur_civiere,DMS_ambulatoire						,DMS_sur_civiere_horaire,DMS_ambulatoire_horaire,Heure_de_l'extraction_(image), Mise_a_jour
01,Bas-Saint-Laurent,Total régional,Total régional, ,52,26,0,0,45,17,8.28601941747573,3.2240293040293,8:17,3:13,03:00:00,2024-08-24T3:45
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,9,2,0,0,5,1,11.27,3.55,11:16,3:33,03:00:00,2024-08-24T3:45
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,7,1,0,0,1,0,6.19,2.77,6:11,2:46,03:00:00,2024-08-24T3:45
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,3,1,0,0,1,0,4.34,1.07,4:20,1:04,03:00:00,2024-08-24T3:45
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,7,3,0,0,3,1,7.11,2.79,7:06,2:47,03:00:00,2024-08-24T3:45
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,5,4,0,0,5,1,4.48,1.2,4:28,1:12,03:00:00,2024-08-24T3:45
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,6,3,0,0,5,0,6.07,3.7,6:04,3:42,03:00:00,2024-08-24T3:45
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,12,11,0,0,22,14,10.44,5.17,10:26,5:10,03:00:00,2024-08-24T3:45
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,3,1,0,0,3,0,6.6,3.76,6:36,3:45,03:00:00,2024-08-24T3:45
02,Saguenay-Lac-Saint-Jean,Total régional,Total régional, ,104,64,2,1,109,28,10.5124855491329,4.04273273273273,10:30,4:02,03:00:00,2024-08-24T3:45
02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,41,26,1,1,54,16,10.76,4.44,10:45,4:26,03:00:00,2024-08-24T3:45
02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,10,6,1,0,11,0,11.32,3.4,11:19,3:24,03:00:00,2024-08-24T3:45
02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,17,3,0,0,6,0,8.07,4.21,8:04,4:12,03:00:00,2024-08-24T3:45
02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,7,8,0,0,9,0,13.52,4.71,13:31,4:42,03:00:00,2024-08-24T3:45
02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,16,10,0,0,12,5,9.29,4.31,9:17,4:18,03:00:00,2024-08-24T3:45
02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,13,11,0,0,17,7,11.82,3.07,11:49,3:04,03:00:00,2024-08-24T3:45
03,Capitale-Nationale,Total régional,Total régional, ,218,195,11,2,285,78,13.4236464088397,3.86497872340425,13:25,3:51,03:00:00,2024-08-24T3:45
